game_id,agent1_points,agent2_points,first_player,point_differential
506,50,70,1,-20
507,11,109,1,-98
508,66,54,1,12
509,57,63,1,-6
510,22,98,0,-76
511,28,92,0,-64
512,48,72,1,-24
513,56,64,0,-8
514,33,87,1,-54
515,38,82,0,-44
516,27,93,1,-66
517,4,116,0,-112
518,19,101,1,-82
519,27,93,1,-66
520,24,96,1,-72
521,37,83,1,-46
522,38,82,1,-44
523,78,42,0,36
524,58,62,1,-4
525,62,58,0,4
526,20,100,1,-80
527,6,114,1,-108
528,29,91,0,-62
529,36,84,1,-48
530,54,66,0,-12
531,52,68,0,-16
532,58,62,0,-4
533,65,55,0,10
534,13,107,1,-94
535,37,83,1,-46
536,47,73,1,-26
537,28,92,1,-64
538,48,72,1,-24
539,83,37,0,46
540,58,62,0,-4
541,0,120,0,-120
542,43,77,0,-34
543,66,54,0,12
544,91,29,0,62
545,49,71,0,-22
546,102,18,1,84
547,49,71,0,-22
548,24,96,1,-72
549,20,100,0,-80
550,14,106,1,-92
551,49,71,0,-22
552,16,104,0,-88
553,27,93,0,-66
554,53,67,1,-14
555,66,54,1,12
556,60,60,1,0
557,58,62,1,-4
558,71,49,1,22
559,41,79,1,-38
560,44,76,0,-32
561,27,93,1,-66
562,42,78,1,-36
563,23,97,1,-74
564,0,120,0,-120
565,32,88,0,-56
566,70,50,1,20
567,25,95,1,-70
568,16,104,1,-88
569,64,56,1,8
570,33,87,0,-54
571,31,89,0,-58
572,30,90,1,-60
573,52,68,1,-16
574,27,93,0,-66
575,39,81,0,-42
576,36,84,1,-48
577,63,57,0,6
578,23,97,1,-74
579,30,90,0,-60
580,35,85,0,-50
581,39,81,0,-42
582,60,60,0,0
583,41,79,0,-38
584,83,37,1,46
585,47,73,1,-26
586,82,38,0,44
587,15,105,1,-90
588,74,46,1,28
589,48,72,0,-24
590,46,74,0,-28
591,41,79,1,-38
592,85,35,0,50
593,71,49,0,22
594,69,51,0,18
595,41,79,1,-38
596,36,84,0,-48
597,16,104,1,-88
598,19,101,0,-82
599,7,113,1,-106
600,34,86,0,-52
601,34,86,1,-52
602,24,96,1,-72
603,57,63,1,-6
604,66,54,1,12
605,38,82,1,-44
606,75,45,1,30
607,31,89,0,-58
608,39,81,0,-42
609,41,79,1,-38
610,47,73,1,-26
611,44,76,1,-32
612,38,82,1,-44
613,59,61,1,-2
614,64,56,0,8
615,55,65,0,-10
616,48,72,1,-24
617,25,95,1,-70
618,60,60,0,0
619,23,97,0,-74
620,23,97,0,-74
621,104,16,0,88
622,35,85,0,-50
623,27,93,1,-66
624,63,57,0,6
625,59,61,0,-2
626,29,91,0,-62
627,25,95,1,-70
628,47,73,1,-26
629,45,75,1,-30
630,34,86,1,-52
631,14,106,1,-92
632,35,85,1,-50
633,25,95,1,-70
634,8,112,1,-104
635,42,78,1,-36
636,59,61,0,-2
637,45,75,1,-30
638,44,76,1,-32
639,26,94,0,-68
640,28,92,1,-64
641,34,86,0,-52
642,29,91,1,-62
643,44,76,1,-32
644,33,87,0,-54
645,47,73,1,-26
646,44,76,1,-32
647,32,88,0,-56
648,44,76,1,-32
649,35,85,1,-50
650,28,92,1,-64
651,51,69,1,-18
652,42,78,0,-36
653,24,96,0,-72
654,41,79,0,-38
655,48,72,1,-24
656,50,70,1,-20
657,72,48,1,24
658,17,103,0,-86
659,85,35,1,50
660,31,89,1,-58
661,107,13,0,94
662,27,93,0,-66
663,13,107,1,-94
664,19,101,0,-82
665,54,66,1,-12
666,25,95,1,-70
667,5,115,1,-110
668,50,70,0,-20
669,26,94,1,-68
670,19,101,0,-82
671,41,79,1,-38
672,11,109,0,-98
673,26,94,1,-68
674,80,40,1,40
675,30,90,1,-60
676,60,60,0,0
677,15,105,0,-90
678,72,48,1,24
679,78,42,1,36
680,43,77,1,-34
681,32,88,0,-56
682,72,48,1,24
683,22,98,0,-76
684,57,63,1,-6
685,64,56,1,8
686,75,45,1,30
687,34,86,0,-52
688,0,120,1,-120
689,56,64,0,-8
690,66,54,0,12
691,36,84,1,-48
692,26,94,0,-68
693,65,55,0,10
694,91,29,1,62
695,64,56,1,8
696,46,74,1,-28
697,41,79,0,-38
698,37,83,1,-46
699,54,66,1,-12
700,42,78,0,-36
701,36,84,0,-48
702,21,99,0,-78
703,62,58,0,4
704,62,58,1,4
705,37,83,0,-46
706,10,110,0,-100
707,48,72,0,-24
708,44,76,0,-32
709,50,70,0,-20
710,47,73,0,-26
711,86,34,0,52
712,52,68,1,-16
713,36,84,0,-48
714,65,55,0,10
715,66,54,0,12
716,71,49,0,22
717,79,41,0,38
718,73,47,1,26
719,29,91,1,-62
720,54,66,1,-12
721,94,26,0,68
722,50,70,0,-20
723,52,68,1,-16
724,21,99,0,-78
725,83,37,0,46
726,59,61,0,-2
727,54,66,0,-12
728,23,97,1,-74
729,34,86,1,-52
730,54,66,1,-12
731,33,87,0,-54
732,32,88,1,-56
733,55,65,1,-10
734,74,46,1,28
735,63,57,1,6
736,22,98,1,-76
737,79,41,1,38
738,14,106,1,-92
739,39,81,1,-42
740,63,57,1,6
741,43,77,1,-34
742,52,68,1,-16
743,67,53,0,14
744,39,81,1,-42
745,57,63,0,-6
746,43,77,1,-34
747,52,68,0,-16
748,76,44,0,32
749,63,57,1,6
750,38,82,1,-44
751,43,77,0,-34
752,18,102,0,-84
753,48,72,0,-24
754,68,52,0,16
755,58,62,1,-4
756,96,24,0,72
757,41,79,1,-38
758,72,48,0,24
759,44,76,1,-32
760,67,53,0,14
761,36,84,1,-48
762,40,80,1,-40
763,15,105,0,-90
764,16,104,1,-88
765,54,66,1,-12
766,39,81,1,-42
767,49,71,1,-22
768,73,47,0,26
769,44,76,1,-32
770,31,89,1,-58
771,13,107,1,-94
772,76,44,0,32
773,36,84,0,-48
774,86,34,0,52
775,7,113,0,-106
776,9,111,1,-102
777,48,72,0,-24
778,25,95,0,-70
779,27,93,1,-66
780,22,98,1,-76
781,31,89,0,-58
782,44,76,0,-32
783,31,89,1,-58
784,74,46,0,28
785,41,79,1,-38
786,38,82,0,-44
787,59,61,0,-2
788,13,107,0,-94
789,35,85,0,-50
790,16,104,0,-88
791,33,87,0,-54
792,3,117,0,-114
793,47,73,1,-26
794,33,87,0,-54
795,36,84,0,-48
796,47,73,0,-26
797,64,56,1,8
798,64,56,0,8
799,48,72,0,-24
800,65,55,1,10
801,57,63,0,-6
802,84,36,0,48
803,67,53,1,14
804,33,87,0,-54
805,48,72,0,-24
806,75,45,0,30
807,20,100,1,-80
808,30,90,1,-60
809,57,63,0,-6
810,61,59,1,2
811,72,48,0,24
812,60,60,0,0
813,20,100,1,-80
814,20,100,0,-80
815,37,83,1,-46
816,43,77,1,-34
817,36,84,1,-48
818,32,88,1,-56
819,16,104,1,-88
820,34,86,0,-52
821,35,85,1,-50
822,36,84,1,-48
823,26,94,0,-68
824,36,84,1,-48
825,3,117,0,-114
826,32,88,0,-56
827,61,59,1,2
828,56,64,0,-8
829,51,69,0,-18
830,53,67,1,-14
831,72,48,0,24
832,72,48,1,24
833,20,100,0,-80
834,63,57,1,6
835,63,57,1,6
836,29,91,0,-62
837,19,101,0,-82
838,28,92,1,-64
839,44,76,1,-32
840,46,74,1,-28
841,15,105,1,-90
842,43,77,1,-34
843,46,74,1,-28
844,50,70,0,-20
845,27,93,1,-66
846,84,36,0,48
847,29,91,0,-62
848,60,60,0,0
849,91,29,0,62
850,46,74,0,-28
851,46,74,0,-28
852,67,53,1,14
853,37,83,0,-46
854,72,48,1,24
855,63,57,0,6
856,46,74,0,-28
857,91,29,1,62
858,45,75,1,-30
859,74,46,1,28
860,35,85,0,-50
861,26,94,1,-68
862,77,43,1,34
863,53,67,0,-14
864,92,28,1,64
865,31,89,0,-58
866,26,94,1,-68
867,0,120,1,-120
868,60,60,0,0
869,20,100,1,-80
870,51,69,0,-18
871,30,90,1,-60
872,39,81,1,-42
873,44,76,1,-32
874,31,89,0,-58
875,22,98,0,-76
876,68,52,0,16
877,52,68,1,-16
878,38,82,0,-44
879,65,55,0,10
880,29,91,0,-62
881,52,68,0,-16
882,47,73,1,-26
883,49,71,0,-22
884,13,107,1,-94
885,66,54,0,12
886,13,107,1,-94
887,63,57,0,6
888,16,104,0,-88
889,76,44,1,32
890,72,48,0,24
891,27,93,1,-66
892,47,73,1,-26
893,67,53,0,14
894,28,92,1,-64
895,30,90,0,-60
896,28,92,0,-64
897,13,107,1,-94
898,40,80,0,-40
899,68,52,0,16
900,39,81,0,-42
901,59,61,0,-2
902,17,103,0,-86
903,42,78,0,-36
904,66,54,0,12
905,34,86,0,-52
906,42,78,1,-36
907,57,63,0,-6
908,60,60,1,0
909,50,70,1,-20
910,6,114,1,-108
911,13,107,1,-94
912,44,76,0,-32
913,19,101,1,-82
914,33,87,0,-54
915,70,50,1,20
916,3,117,1,-114
917,23,97,0,-74
918,23,97,1,-74
919,8,112,1,-104
920,52,68,1,-16
921,40,80,0,-40
922,8,112,0,-104
923,38,82,0,-44
924,43,77,1,-34
925,30,90,0,-60
926,51,69,1,-18
927,54,66,0,-12
928,45,75,0,-30
929,34,86,0,-52
930,54,66,0,-12
931,32,88,0,-56
932,23,97,0,-74
933,41,79,1,-38
934,31,89,1,-58
935,55,65,0,-10
936,26,94,1,-68
937,40,80,1,-40
938,67,53,0,14
939,24,96,0,-72
940,31,89,1,-58
941,14,106,1,-92
942,58,62,1,-4
943,59,61,1,-2
944,53,67,0,-14
945,58,62,0,-4
946,55,65,1,-10
947,42,78,0,-36
948,63,57,0,6
949,41,79,0,-38
950,42,78,0,-36
951,41,79,1,-38
952,55,65,1,-10
953,18,102,1,-84
954,83,37,1,46
955,29,91,1,-62
956,45,75,1,-30
957,63,57,0,6
958,41,79,1,-38
959,89,31,1,58
960,36,84,0,-48
961,44,76,1,-32
962,23,97,0,-74
963,48,72,0,-24
964,7,113,1,-106
965,65,55,0,10
966,4,116,0,-112
967,104,16,0,88
968,51,69,1,-18
969,68,52,0,16
970,63,57,0,6
971,41,79,1,-38
972,21,99,0,-78
973,2,118,0,-116
974,70,50,0,20
975,17,103,0,-86
976,34,86,0,-52
977,37,83,1,-46
978,42,78,1,-36
979,27,93,0,-66
980,26,94,0,-68
981,13,107,1,-94
982,48,72,1,-24
983,50,70,1,-20
984,39,81,1,-42
985,36,84,0,-48
986,48,72,0,-24
987,66,54,0,12
988,45,75,1,-30
989,65,55,1,10
990,90,30,1,60
991,54,66,0,-12
992,49,71,0,-22
993,25,95,1,-70
994,30,90,1,-60
995,37,83,0,-46
996,8,112,0,-104
997,37,83,1,-46
998,50,70,0,-20
999,102,18,0,84
1000,26,94,1,-68
1001,81,39,0,42
1002,58,62,1,-4
1003,31,89,1,-58
1004,66,54,0,12
1005,18,102,0,-84
1006,21,99,1,-78
1007,18,102,0,-84
1008,29,91,0,-62
1009,15,105,0,-90
1010,7,113,0,-106
1011,9,111,0,-102
1012,55,65,0,-10
1013,57,63,0,-6
1014,32,88,0,-56
1015,64,56,0,8
1016,10,110,0,-100
1017,30,90,1,-60
1018,53,67,0,-14
1019,34,86,1,-52
1020,47,73,1,-26
1021,46,74,0,-28
1022,92,28,0,64
1023,52,68,0,-16
1024,93,27,0,66
1025,32,88,1,-56
1026,22,98,1,-76
1027,27,93,1,-66
1028,32,88,1,-56
1029,17,103,1,-86
1030,26,94,0,-68
1031,59,61,0,-2
1032,12,108,1,-96
1033,31,89,0,-58
1034,2,118,1,-116
1035,62,58,1,4
1036,24,96,0,-72
1037,26,94,0,-68
1038,15,105,0,-90
1039,55,65,0,-10
1040,58,62,1,-4
1041,11,109,0,-98
1042,43,77,0,-34
1043,62,58,1,4
1044,49,71,0,-22
1045,49,71,1,-22
1046,32,88,1,-56
1047,66,54,0,12
1048,55,65,1,-10
1049,63,57,1,6
1050,59,61,1,-2
1051,36,84,0,-48
1052,23,97,0,-74
1053,26,94,0,-68
1054,14,106,1,-92
1055,38,82,0,-44
1056,42,78,1,-36
1057,44,76,1,-32
1058,27,93,0,-66
1059,23,97,0,-74
1060,49,71,0,-22
1061,59,61,1,-2
1062,64,56,0,8
1063,51,69,1,-18
1064,70,50,0,20
1065,63,57,0,6
1066,38,82,1,-44
1067,26,94,0,-68
1068,39,81,0,-42
1069,66,54,1,12
1070,63,57,1,6
1071,22,98,0,-76
1072,75,45,0,30
1073,52,68,0,-16
1074,7,113,1,-106
1075,36,84,0,-48
1076,34,86,0,-52
1077,28,92,1,-64
1078,23,97,1,-74
1079,19,101,0,-82
1080,69,51,0,18
1081,21,99,1,-78
1082,45,75,0,-30
1083,48,72,0,-24
1084,27,93,0,-66
1085,49,71,1,-22
1086,62,58,1,4
1087,55,65,0,-10
1088,42,78,0,-36
1089,24,96,1,-72
1090,28,92,0,-64
1091,30,90,0,-60
1092,67,53,1,14
1093,22,98,0,-76
1094,20,100,1,-80
1095,55,65,0,-10
1096,0,120,0,-120
1097,9,111,1,-102
1098,53,67,1,-14
1099,63,57,0,6
1100,40,80,1,-40
1101,5,115,1,-110
1102,25,95,1,-70
1103,40,80,0,-40
1104,55,65,0,-10
1105,69,51,0,18
